"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
36040,,1590180191.715636,1410782540.745388,0,432,0,0,no,0.887184
36019,,1237239272.169538,1237212009.059684,0,395,0,0,no,0.999978
35996,,50951574.541953,52452712.700451,0,197,0,0,yes,1.000000
35869,,3335158994.076453,2286747794.442414,0,808,0,0,no,0.685649
35606,,421941466.431933,423551637.735780,0,123,0,0,yes,1.000000
35513,,2890873.625675,2550945.986006,0,3,0,0,no,0.882414
35448,,1075976308.578468,1074118494.805772,0,587,0,0,no,0.998273
35403,,2142602270.976034,1933674750.662443,0,718,0,0,no,0.902489
35361,,2017431172.717425,2014234024.715741,0,508,0,0,no,0.998415
35339,,1071733753.634975,831568969.950954,0,319,0,0,no,0.775910
35312,,867671139.857339,866570010.528234,0,359,0,0,no,0.998731
35279,,135938815.722177,82403938.040911,0,64,0,0,no,0.606184
35256,,92968818.034944,92586673.104927,0,169,0,0,no,0.995890
35234,,120041683.997583,119597928.147601,0,254,0,0,no,0.996303
35213,,839182004.496033,775232114.027884,0,421,0,0,no,0.923795
35176,,45506151.951478,47953788.114297,0,143,0,0,yes,1.000000
35154,,143827243.891084,144142035.222329,0,322,0,0,yes,1.000000
35132,,212684110.431018,206502103.234118,0,251,0,0,no,0.970933
