"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
36040,,1590180191.715636,1402816083.677104,0,434,0,0,no,0.882174
36019,,1237239272.169538,1237717753.317272,0,393,0,0,yes,1.000000
35996,,50951574.541953,51595573.110548,0,192,0,0,yes,1.000000
35869,,3335158994.076453,2282064872.508554,0,800,0,0,no,0.684245
35606,,421941466.431933,420592011.611885,0,122,0,0,no,0.996802
35513,,2890873.625675,2550945.986006,0,3,0,0,no,0.882414
35448,,1075976308.578468,1076038412.625573,0,592,0,0,yes,1.000000
35403,,2142602270.976034,1935448032.907200,0,720,0,0,no,0.903317
35361,,2017431172.717425,2014233192.330780,0,508,0,0,no,0.998415
35339,,1071733753.634975,830014559.871893,0,313,0,0,no,0.774460
35312,,867671139.857339,867376694.247571,0,360,0,0,no,0.999661
35279,,135938815.722177,82005405.985822,0,62,0,0,no,0.603252
35256,,92968818.034944,91360760.814935,0,162,0,0,no,0.982703
35234,,120041683.997583,120008963.843221,0,258,0,0,no,0.999727
35213,,839182004.496033,769581570.835780,0,419,0,0,no,0.917062
35176,,45506151.951478,48392312.314539,0,137,0,0,yes,1.000000
35154,,143827243.891084,141751207.470051,0,327,0,0,no,0.985566
35132,,212684110.431018,205754464.168932,0,249,0,0,no,0.967418
