"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
36040,,1590180191.715636,1422735494.783318,0,436,0,0,no,0.894701
36019,,1237239272.169538,1238398781.576854,0,392,0,0,yes,1.000000
35996,,50951574.541953,51326458.516160,0,197,0,0,yes,1.000000
35869,,3335158994.076453,2281835441.511387,0,808,0,0,no,0.684176
35606,,421941466.431933,420591984.965455,0,122,0,0,no,0.996802
35513,,2890873.625675,2620734.696597,0,3,0,0,no,0.906555
35448,,1075976308.578468,1075987330.673146,0,582,0,0,yes,1.000000
35403,,2142602270.976034,1939622557.762363,0,720,0,0,no,0.905265
35361,,2017431172.717425,2015776735.764849,0,508,0,0,no,0.999180
35339,,1071733753.634975,834886746.642248,0,319,0,0,no,0.779006
35312,,867671139.857339,864928698.630801,0,354,0,0,no,0.996839
35279,,135938815.722177,82194763.450325,0,64,0,0,no,0.604645
35256,,92968818.034944,92168444.227403,0,163,0,0,no,0.991391
35234,,120041683.997583,120376976.847306,0,258,0,0,yes,1.000000
35213,,839182004.496033,775291858.706540,0,423,0,0,no,0.923866
35176,,45506151.951478,46199899.856527,0,138,0,0,yes,1.000000
35154,,143827243.891084,143046471.431456,0,320,0,0,no,0.994571
35132,,212684110.431018,208992992.111226,0,253,0,0,no,0.982645
