"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
36040,,1590180191.715636,1410789826.905438,0,432,0,0,no,0.887189
36019,,1237239272.169538,1237402665.328091,0,398,0,0,yes,1.000000
35996,,50951574.541953,50848261.201116,0,196,0,0,no,0.997972
35869,,3335158994.076453,2282423753.119670,0,813,0,0,no,0.684352
35606,,421941466.431933,420502467.635291,0,122,0,0,no,0.996590
35513,,2890873.625675,2550945.986006,0,3,0,0,no,0.882414
35448,,1075976308.578468,1075516755.297650,0,590,0,0,no,0.999573
35403,,2142602270.976034,1930068309.083955,0,717,0,0,no,0.900806
35361,,2017431172.717425,2014233513.798732,0,508,0,0,no,0.998415
35339,,1071733753.634975,832705017.822021,0,319,0,0,no,0.776970
35312,,867671139.857339,865452014.452274,0,361,0,0,no,0.997442
35279,,135938815.722177,82005405.985822,0,62,0,0,no,0.603252
35256,,92968818.034944,93114690.501537,0,170,0,0,yes,1.000000
35234,,120041683.997583,119529513.247436,0,257,0,0,no,0.995733
35213,,839182004.496033,770728453.221593,0,420,0,0,no,0.918428
35176,,45506151.951478,46628339.212280,0,143,0,0,yes,1.000000
35154,,143827243.891084,142567367.832368,0,320,0,0,no,0.991240
35132,,212684110.431018,207149750.520694,0,249,0,0,no,0.973978
