id,pu_area,pu_count
1,711540000,1267
2,481160000,1524
3,152220000,458
4,2807550000,1964
5,401600000,1144
6,310990000,597
7,454830000,435
8,2903150000,1489
9,3585660000,1321
10,6747970000,1760
11,7168810000,3090
12,3599970000,2515
13,11157460000,3800
14,9670000,23
15,6636490000,1947
16,170450000,848
17,4139270000,1574
18,1411430000,422
19,5320000000,1330
