spname,spindex,totalarea,reservedarea,excludedarea,targetarea,totalocc,reservedocc,excludedocc,targetocc
63767166,0,6.72899e+08,0,0,0,23,0,0,0
63408475,1,5.63271e+08,0,0,0,18,0,0,0
63408405,2,2.80779e+08,0,0,0,14,0,0,0
63407942,3,3.69536e+09,0,0,0,119,0,0,0
