id1,id2,boundary
5572,5573,4.38691542189941
15855,15856,4.38691542190127
13591,13775,4.3869154218842
10321,10504,4.38691542193449
19647,19648,4.38691542190127
18878,19061,4.3869154218842
7310,7311,4.38691542189941
6492,6677,4.38691542193409
11012,11196,4.38691542193429
8574,8757,4.38691542193449
14992,14993,4.38691542189941
5962,6146,4.38691542192602
13442,13627,4.38691542187533
16807,16992,4.38691542192602
12184,12367,4.38691542193449
9281,9282,4.38691542199999
12571,12755,4.38691542188566
8288,8472,4.38691542192562
11939,12123,4.38691542193449
6238,6423,4.386915421884
19635,19636,4.38691542190127
15415,15600,4.38691542193449
6446,6447,4.38691542189941
2602,2785,4.38691542193449
17011,17194,4.38691542188473
9493,9678,4.38691542193449
15213,15396,4.38691542192562
9592,9776,4.3869154218842
9271,9454,4.38691542188606
6107,6291,4.38691542187533
13187,13371,4.38691542187533
12010,12011,4.38691542189941
18507,18690,4.38691542187533
7447,7631,4.38691542192602
8524,8708,4.38691542193449
15253,15436,4.38691542192582
11215,11399,4.38691542187553
4052,4053,4.38691542189941
9840,10025,4.38691542193449
13507,13508,4.38691542189941
10586,10771,4.38691542187533
12313,12496,4.38691542192582
7633,7817,4.38691542188566
11413,11597,4.38691542192562
11105,11106,4.38691542190313
10092,10276,4.38691542193429
2038,2039,4.38691542189941
18355,18539,4.38691542187626
9713,9897,4.38691542187553
16599,16600,4.38691542190127
11462,11645,4.38691542193409
9479,9480,4.38691542189941
13844,13845,4.38691542189941
8233,8416,4.3869154218842
11653,11837,4.38691542187573
15687,15871,4.38691542193409
10834,11018,4.38691542192582
3354,3538,4.38691542188566
15247,15430,4.38691542193429
4445,4628,4.38691542192562
13513,13698,4.38691542187533
12101,12102,4.38691542189941
10337,10521,4.38691542193449
3342,3525,4.38691542188606
9184,9368,4.3869154218842
18727,18912,4.38691542193449
16965,17148,4.38691542187626
11516,11517,4.38691542189941
10238,10239,4.38691542190313
7772,7955,4.3869154218842
14841,15024,4.38691542192562
11473,11656,4.38691542193449
14424,14607,4.38691542187666
6278,6279,4.38691542199999
4820,5004,4.3869154218842
6429,6430,4.38691542199999
6347,6530,4.3869154218838
13704,13888,4.38691542192562
17005,17188,4.38691542187666
9257,9441,4.3869154218776
8148,8331,4.3869154218842
9341,9342,4.38691542199999
18473,18656,4.38691542187573
12160,12344,4.38691542193449
10667,10851,4.38691542187553
6879,7063,4.38691542193409
2039,2040,4.38691542189941
11083,11266,4.3869154218842
15561,15745,4.38691542187533
7221,7405,4.3869154218842
16343,16526,4.38691542192562
6909,7094,4.38691542193449
4437,4438,4.38691542189941
19090,19091,4.38691542189941
13564,13749,4.38691542187533
6863,6864,4.38691542189941
10413,10597,4.38691542192562
6135,6136,4.38691542189941
8337,8338,4.38691542189941
10311,10312,4.38691542189941
20376,20377,4.38691542189941
5343,5528,4.38691542193449
7063,7246,4.38691542193449
7050,7234,4.38691542193449
12610,12793,4.3869154218776
20385,20386,4.38691542189941
12709,12710,4.38691542189941
11154,11338,4.38691542187533
12414,12415,4.38691542189941
10607,10792,4.38691542187533
9385,9386,4.38691542189941
10151,10152,4.38691542190313
19744,19745,4.38691542189941
8356,8357,4.38691542189941
4271,4455,4.38691542187533
19464,19648,4.38691542187533
7748,7932,4.3869154218842
13451,13452,4.38691542189941
8393,8578,4.38691542193449
9001,9002,4.38691542189941
11336,11520,4.38691542193449
12715,12716,4.38691542189941
11756,11941,4.38691542187553
10141,10326,4.3869154218842
8254,8255,4.38691542189941
18549,18733,4.38691542187553
15956,15957,4.38691542190127
13350,13533,4.38691542193449
12823,13007,4.38691542192562
5395,5579,4.38691542193409
8314,8498,4.38691542193409
17190,17191,4.38691542189941
12563,12564,4.38691542189941
9127,9312,4.38691542187533
18315,18500,4.38691542188513
7485,7668,4.38691542192562
12996,13180,4.3869154218842
6996,7179,4.38691542193449
6826,7010,4.38691542192562
4077,4260,4.38691542192562
11472,11473,4.38691542189941
7431,7614,4.38691542193449
12468,12652,4.38691542192562
12257,12440,4.38691542193449
10082,10265,4.38691542193429
11325,11326,4.38691542189941
11901,12084,4.38691542192562
8809,8810,4.38691542189941
17083,17267,4.38691542188513
8164,8165,4.38691542189941
7413,7596,4.38691542193409
6480,6664,4.38691542192602
938,1122,4.38691542187533
7010,7011,4.38691542189941
18176,18360,4.38691542192562
13682,13866,4.38691542192602
12114,12298,4.3869154218842
5496,5680,4.38691542193429
15957,16140,4.38691542187533
13743,13926,4.38691542193449
10393,10576,4.38691542193449
4625,4809,4.38691542193449
13977,14161,4.38691542193429
12587,12770,4.38691542188566
12104,12288,4.38691542187533
20192,20377,4.38691542193449
18617,18618,4.38691542189941
14005,14006,4.38691542189941
10704,10705,4.38691542189941
16959,16960,4.38691542189941
15922,16105,4.38691542187573
13040,13223,4.38691542187553
17244,17245,4.38691542189941
17549,17734,4.38691542193409
12569,12570,4.38691542189941
17931,18115,4.38691542187666
11307,11492,4.38691542193449
6325,6509,4.3869154218842
18453,18454,4.38691542199999
11075,11076,4.38691542190313
4807,4808,4.38691542189941
3881,4065,4.38691542192562
9925,10109,4.38691542193429
13177,13361,4.38691542187533
11000,11001,4.38691542189941
18552,18553,4.38691542199999
5006,5007,4.38691542189941
2616,2617,4.38691542190313
18268,18453,4.38691542188473
15224,15225,4.38691542189941
4804,4987,4.38691542187533
16963,16964,4.38691542189941
7056,7240,4.38691542193409
9311,9494,4.38691542188606
3700,3884,4.3869154218842
10715,10899,4.38691542192562
13954,14138,4.38691542193449
5338,5523,4.38691542192562
14967,14968,4.38691542189941
5779,5780,4.38691542189941
18856,18857,4.38691542190127
13169,13354,4.3869154218842
18297,18298,4.38691542189941
3158,3159,4.38691542189941
8436,8620,4.38691542193429
10912,11096,4.38691542192602
15605,15788,4.3869154218842
9901,10086,4.38691542193429
20111,20112,4.38691542189941
10599,10783,4.3869154218842
16805,16990,4.38691542193409
18520,18521,4.38691542199999
14520,14703,4.38691542187626
8359,8543,4.38691542192602
17586,17771,4.38691542192562
6223,6408,4.38691542187553
18099,18282,4.38691542193449
3146,3147,4.38691542189941
8221,8222,4.38691542189941
4057,4240,4.38691542193449
2243,2244,4.38691542189941
6961,7145,4.38691542192562
18112,18295,4.38691542193449
17078,17262,4.38691542188513
12000,12001,4.38691542189941
14121,14305,4.38691542188513
16263,16447,4.38691542193409
6881,7066,4.38691542193409
17200,17385,4.38691542193449
9579,9762,4.38691542187533
19753,19938,4.3869154218838
16298,16299,4.38691542190127
8124,8308,4.3869154218842
7241,7425,4.38691542187573
18666,18851,4.38691542193409
4977,5161,4.38691542192562
12098,12282,4.3869154218842
7982,8167,4.38691542193449
15931,16114,4.38691542187533
1125,1126,4.38691542189941
11539,11723,4.38691542192562
19101,19102,4.38691542189941
8211,8212,4.38691542189941
9338,9522,4.38691542188606
18434,18435,4.38691542199999
19028,19213,4.38691542192602
6345,6529,4.3869154218838
15075,15259,4.38691542187646
7522,7706,4.38691542192582
19937,19938,4.38691542199999
12351,12535,4.38691542193449
18142,18326,4.38691542192562
13707,13708,4.38691542190127
9687,9870,4.3869154218842
9480,9665,4.38691542193449
17564,17565,4.38691542189941
6107,6292,4.3869154218842
16125,16126,4.38691542189941
10310,10493,4.38691542193449
14777,14778,4.38691542189941
7380,7381,4.38691542189941
18696,18697,4.38691542189941
11364,11365,4.38691542189941
6215,6400,4.3869154218842
17208,17392,4.38691542192562
3904,3905,4.38691542189941
14583,14768,4.3869154218842
18856,19040,4.38691542187533
14286,14470,4.38691542192562
17449,17632,4.38691542188513
12615,12616,4.38691542189941
5486,5671,4.38691542192562
13518,13519,4.38691542189941
11110,11293,4.3869154218838
6289,6473,4.3869154218842
10626,10810,4.3869154218842
11680,11681,4.38691542189941
8729,8914,4.38691542187533
8174,8175,4.38691542189941
17070,17071,4.38691542189941
15970,15971,4.38691542190127
17365,17366,4.38691542189941
11036,11037,4.38691542189941
5667,5851,4.38691542193449
18639,18823,4.38691542193409
16545,16546,4.38691542189941
10424,10607,4.38691542192562
12621,12622,4.38691542189941
8366,8550,4.38691542193449
19214,19398,4.38691542192602
11472,11655,4.38691542192602
10763,10764,4.38691542189941
10269,10453,4.38691542187553
11632,11817,4.3869154218838
8902,9085,4.38691542193409
15728,15912,4.38691542192562
7005,7188,4.38691542193449
14188,14189,4.38691542189941
9309,9310,4.38691542199999
7683,7867,4.38691542187719
7250,7435,4.3869154218838
10945,11130,4.38691542192602
7316,7501,4.3869154218842
20378,20561,4.38691542187626
18088,18089,4.38691542189941
2232,2416,4.3869154218842
11435,11618,4.38691542193449
12534,12717,4.38691542188606
15671,15856,4.38691542193409
19261,19445,4.38691542193449
10769,10953,4.38691542193409
10760,10943,4.38691542193449
8793,8794,4.38691542189941
8397,8398,4.38691542189941
8716,8901,4.38691542187573
18305,18489,4.38691542188473
12703,12704,4.38691542189941
2234,2418,4.38691542187533
7340,7524,4.3869154218842
10694,10877,4.38691542193449
7337,7338,4.38691542189941
18080,18264,4.38691542192602
8075,8260,4.38691542192562
19024,19209,4.38691542192602
13669,13853,4.38691542192602
11347,11348,4.38691542189941
17509,17693,4.38691542193449
4985,5170,4.38691542193449
10789,10790,4.38691542189941
1856,1857,4.38691542190313
8099,8100,4.38691542189941
18503,18687,4.3869154218842
13735,13736,4.38691542190127
14991,15175,4.38691542187666
7034,7217,4.38691542192602
6215,6216,4.38691542189941
11098,11282,4.3869154218842
14491,14492,4.38691542189941
3365,3366,4.38691542189941
13090,13275,4.3869154218842
12688,12872,4.38691542188606
9139,9324,4.3869154218842
9211,9395,4.38691542188606
13763,13764,4.38691542190127
14044,14227,4.38691542187666
13829,13830,4.38691542189941
15429,15613,4.38691542192562
8446,8447,4.38691542189941
16594,16595,4.38691542190127
12066,12067,4.38691542189941
10941,11125,4.38691542193449
14781,14965,4.38691542192602
14623,14808,4.3869154218842
14941,14942,4.38691542189941
11087,11270,4.38691542187573
7148,7332,4.38691542193429
4429,4613,4.38691542192562
13549,13550,4.38691542189941
14225,14226,4.38691542189941
9402,9586,4.38691542192562
11981,11982,4.38691542189941
11505,11506,4.38691542189941
14847,14848,4.38691542189941
3163,3348,4.38691542193449
9873,10057,4.38691542193449
14871,14872,4.38691542189941
15199,15382,4.38691542193449
14338,14522,4.38691542192582
17071,17072,4.38691542189941
16237,16421,4.38691542193449
5493,5494,4.38691542189941
7708,7892,4.38691542188606
16180,16364,4.38691542193449
5775,5959,4.3869154218838
14119,14303,4.38691542187626
18655,18839,4.38691542193409
17269,17453,4.38691542192562
15766,15767,4.38691542189941
13077,13078,4.38691542199999
17393,17394,4.38691542189941
1677,1862,4.38691542193449
12820,12821,4.38691542189941
9231,9415,4.3869154218776
17427,17611,4.38691542187626
15122,15306,4.38691542193409
7806,7990,4.38691542187573
6973,7158,4.38691542193449
1674,1675,4.38691542189941
8897,9081,4.38691542192602
17526,17527,4.38691542189941
16525,16710,4.386915421884
8593,8594,4.38691542190313
12423,12424,4.38691542189941
11120,11304,4.3869154218838
11980,12164,4.3869154218842
16480,16481,4.38691542189941
7484,7485,4.38691542189941
7192,7377,4.3869154218842
15395,15580,4.38691542193449
12504,12689,4.38691542192582
19017,19201,4.38691542192602
16287,16470,4.38691542192562
13540,13724,4.3869154218842
10499,10683,4.3869154218842
11201,11384,4.3869154218842
7374,7375,4.38691542189941
15145,15146,4.38691542189941
10176,10361,4.3869154218838
13124,13309,4.3869154218838
10415,10416,4.38691542189941
8358,8359,4.38691542189941
9464,9465,4.38691542189941
12901,13084,4.38691542187533
5167,5351,4.3869154218842
8690,8691,4.38691542189941
8934,9118,4.38691542193449
9097,9282,4.38691542187533
19086,19271,4.38691542193449
3143,3328,4.38691542192562
11118,11301,4.3869154218838
3324,3508,4.38691542188606
2781,2966,4.3869154218842
15117,15118,4.38691542189941
13944,14128,4.38691542192562
13132,13133,4.38691542199999
18694,18695,4.38691542189941
14422,14423,4.38691542189941
12228,12412,4.38691542193409
392,393,4.38691542189941
10496,10680,4.38691542187533
9917,10101,4.38691542193429
16637,16820,4.38691542192602
15228,15229,4.38691542189941
9301,9484,4.38691542188606
13517,13702,4.38691542187533
14234,14418,4.38691542192602
19031,19215,4.38691542192602
12408,12593,4.38691542192602
13493,13494,4.38691542189941
12244,12428,4.38691542192562
6682,6866,4.38691542188606
14821,15005,4.38691542192562
17625,17809,4.38691542192582
2416,2417,4.38691542199999
16960,17143,4.38691542188473
16051,16052,4.38691542189941
11601,11786,4.3869154218842
11580,11763,4.38691542193429
8934,9117,4.38691542193449
11260,11445,4.38691542192562
18720,18904,4.38691542192562
13831,14016,4.38691542193409
18518,18519,4.38691542199999
