id,cost
102210,38005
102211,35708
102257,147
102258,125
102263,2788
102264,23318
102265,45853
102266,26924
102597,970
102602,791
102603,4537
102604,8417
102605,22006
102606,20923
102607,3936
102608,64532
102609,68179
102610,65818
102611,157906
102612,34292
102613,7810
102615,90353
102617,13347
102618,178
102619,72269
102620,44602
102625,543
102747,1461
102748,85583
102765,19720
102766,2432
102804,335
102805,15415
102808,190341
102809,5798
102810,100
102898,64242
102899,11854
102900,34230
102903,5336
102917,21584
102918,32671
102919,5534
102920,103
102921,100
102922,109
102923,243
102924,39245
102925,103988
102926,1799
102963,2554
102964,11374
103065,798
103066,19971
103067,2650
103073,206
103074,3632
103075,15311
103076,14493
103077,5283
103078,1182
103079,947
103080,9765
103081,111485
103082,76392
103083,10647
103084,101
103085,1510
103086,13262
103087,1548
103103,16372
103104,13236
103105,1405
103106,510
103145,209
103147,636
103148,312
103153,100
103154,22793
103155,8283
103477,2827
103478,8777
103479,25315
103480,12924
103481,6476
103489,9238
103490,1285
103492,8670
103493,5057
103495,18355
103496,42096
103497,6480
103498,41669
103499,83967
103501,13756
103502,8386
103503,6497
103504,2357
103506,38842
103507,49136
103508,2438
103509,16630
103510,73423
103521,3880
103542,12756
103543,1236
103544,11333
103568,27429
103569,796
103570,2549
103621,18477
103656,39841
103657,1632
103692,100220
103693,142323
103694,13435
103695,40464
103696,27295
103789,39932
103790,26170
103791,10715
103792,65133
103793,43642
103794,52531
103795,1883
103808,8564
103809,634
103810,27050
103811,100
103812,105
103813,173
103814,544
103815,45015
103816,211784
103854,4338
103950,127
103951,11552
103952,30032
103953,22233
103954,2758
103955,38000
103956,7345
103961,4165
103962,49717
103963,91482
103964,68997
103965,7974
103966,1385
103967,4674
103968,1231
103969,2077
103970,8150
103971,41454
103972,20039
103997,14610
103998,6450
103999,1040
104036,1358
104037,463
104038,405
104043,4543
104044,46706
104045,10553
104368,2478
104369,2446
104370,8031
104371,6519
104372,6603
104373,11259
104376,4100
104377,18472
104378,87923
104379,102
104380,918
104381,3049
104382,9447
104383,25709
104384,6304
104386,32534
104387,39905
104389,9860
104391,2433
104392,63413
104393,54008
104395,631
104412,1660
104413,9364
104432,34560
104433,16848
104434,7994
104435,72530
104436,30801
104437,33909
104459,36790
104460,51158
104461,147469
104462,77151
104510,100
104525,22494
104547,53641
104548,6423
104582,40170
104583,209056
104584,335990
104585,348841
104586,37200
104590,101
104681,131820
104682,135482
104683,40738
104684,30276
104685,27669
104686,15292
104700,10645
104701,61413
104702,3693
104703,100
104704,107
104705,144
104706,120208
104707,130193
104744,9604
104745,806
104746,100
104747,100
104839,1208
104840,8974
104841,20713
104852,31783
104853,529085
104854,418090
104855,23478
104856,296
104857,1603
104858,616
104859,6495
104860,40828
104861,34953
104862,19065
104889,199
104890,11586
104891,144
104892,421
104904,167
104928,2394
104929,296
104933,8940
104934,75284
104935,11233
105259,9131
105260,9960
105262,5057
105263,18818
105264,6955
105265,8607
105266,27402
105267,20706
105268,36915
105269,52088
105272,6533
105275,79914
105282,13566
105283,97029
105284,46684
105304,470
105323,25257
105324,38703
105325,3558
105326,23605
105327,24052
105328,3178
105349,955
105350,41306
105351,41217
105352,50452
105353,40444
105400,137
105401,12148
105412,10541
105413,90473
105414,122141
105429,19390
105430,81914
105431,1142
105435,20502
105438,40153
105473,144619
105474,341983
105475,36127
105476,130059
105477,66878
105479,163661
105480,21864
105481,5645
105483,104
105568,25330
105569,128135
105572,91067
105573,257811
105574,66405
105575,106332
105576,6880
105577,41482
105591,26300
105592,7526
105593,439
105594,100
105595,100
105596,121
105597,183752
105598,86782
105634,2295
105635,9552
105636,111
105637,100
105638,100
105729,11810
105730,26623
105741,411
105743,44593
105744,90325
105745,298746
105746,28575
105748,2554
105749,17047
105750,3375
105751,100
105782,62461
105783,223
105817,1609
105818,7843
105819,2001
105824,46774
106149,53136
106150,11479
106152,100
106153,1384
106155,24437
106156,21774
106159,30862
106160,480
106162,2294
106163,23242
106166,130827
106173,2955
106174,141991
106175,4744
106176,2906
106304,25871
106305,126042
106317,6225
106318,199
106319,76836
106320,174828
106321,73594
106322,227010
106323,11174
106325,112
106327,13790
106328,41524
106329,34276
106351,30401
106352,41572
106353,35555
106354,43361
106355,23527
106356,1367
106363,58031
106364,334051
106365,37339
106369,11089
106374,100
106457,1480
106460,122127
106461,29963
106463,22502
106464,106399
106465,93119
106466,123954
106467,1513
106468,52024
106469,5064
106482,18261
106483,51766
106484,71121
106485,100
106486,101
106487,107
106488,215773
106489,11067
106525,103
106526,119
106527,127
106528,102
106618,120
106619,2430
106620,1298
106632,274
106633,27433
106634,10332
106635,100
106636,95495
106639,2410
106673,2316
106674,21164
106709,1781
106710,1174
106714,9222
106715,30613
106764,102
107018,14907
107039,6171
107040,6531
107042,147
107043,5424
107044,127
107045,24578
107046,2471
107050,13776
107051,17257
107052,14902
107057,150081
107065,57672
107066,100
107152,147314
107153,284751
107191,121
107192,477
107196,2033
107197,67869
107206,9237
107207,39313
107208,7232
107209,116833
107210,18235
107213,42624
107214,248749
107215,113066
107216,151223
107217,97174
107218,34729
107219,57831
107220,50932
107242,22834
107243,30100
107244,5958
107245,221
107246,1926
107247,80297
107252,2975
107253,247202
107254,135302
107255,47669
107256,27577
107257,169538
107258,117761
107298,27862
107329,183
107347,451
107348,4596
107350,3338
107351,47005
107352,142356
107353,43484
107354,37343
107355,105491
107356,261768
107357,70787
107359,1801
107360,9050
107361,2304
107373,3927
107374,12934
107375,20764
107376,14522
107377,104
107378,23465
107379,260636
107380,9842
107416,2007
107417,100
107505,125
107506,578
107507,2525
107508,271
107509,1853
107523,721
107524,24667
107526,28371
107527,6074
107528,1014
107529,110
107530,18556
107533,1887
107539,8786
107540,49603
107541,22110
107542,64463
107543,70084
107545,17204
107546,6696
107550,8100
107551,37821
107552,11393
107555,5311
107556,6658
107565,9263
107566,156
107568,635
107569,361
107570,165
107600,36773
107601,48238
107602,16513
107603,2880
107604,12838
107605,52022
107655,1220
107656,18614
107907,8619
107908,106614
107909,90628
107910,32173
107929,10227
107930,8132
107933,149
107934,1062
107935,3408
107941,1955
107942,36746
107943,410
107948,236877
107954,100
107955,1090
107956,25640
108043,71962
108044,101492
108082,100
108083,29964
108088,141083
108089,44936
108090,3796
108095,10390
108096,128675
108097,98430
108098,170605
108099,18834
108100,101
108108,160
108109,49848
108110,23843
108111,68625
108127,146990
108128,255835
108129,27006
108130,112
108133,9906
108134,44575
108135,10164
108137,2848
108138,20099
108139,11248
108143,79806
108144,169510
108146,1161
108147,114167
108148,244765
108149,23324
108189,19399
108190,36581
108242,3695
108243,45635
108244,4553
108246,443
108247,209866
108248,133921
108250,5066
108251,7249
108252,9856
108264,680
108265,1537
108267,28519
108268,156
108269,72825
108270,68216
108305,672
108306,15200
108307,2524
108308,110
108392,150
108393,108
108394,866
108395,110
108396,532
108408,1839
108414,1004
108415,39880
108416,13248
108417,8870
108418,5985
108419,2274
108421,24156
108422,4163
108423,8796
108424,32017
108425,53581
108426,10924
108427,19660
108428,19450
108429,30528
108430,29248
108431,4549
108432,12406
108433,27297
108434,39776
108435,29114
108436,71526
108437,37295
108438,24713
108439,12463
108440,100
108441,45856
108442,1477
108443,13382
108444,19435
108445,749
108446,16949
108447,11341
108448,59218
108449,37290
108450,19267
108456,5394
108457,137
108459,181
108461,313
108462,138
108463,101
108491,43038
108492,57762
108493,11509
108494,1747
108543,28980
108544,23209
108545,80790
108546,108532
108547,100070
108548,42656
108797,12109
108798,78459
108799,9208
108800,12900
108801,32715
108819,17173
108820,4309
108839,242875
108846,2979
108934,61813
108935,28092
108962,1484
108971,1409
108972,49063
108973,43950
108974,130176
108979,66436
108980,2344
108985,82649
108986,51077
108987,11455
108988,22240
108990,4543
109001,64821
109016,198298
109017,47585
109018,81126
109019,16553
109020,1649
109022,48051
109023,38658
109024,129296
109025,103790
109026,60499
109029,1726
109030,9295
109031,15699
109032,18049
109035,12933
109036,150660
109037,170301
109038,3638
109045,2990
109046,900
109083,29424
109084,4439
109130,10941
109135,4164
109138,28990
109139,14582
109142,2529
109143,6111
109158,50897
109159,13576
109160,26817
109161,2906
109194,6852
109195,13716
109196,17535
109197,131
109198,141
109199,111
109283,135
109297,812
109298,1978
109299,16033
109300,28989
109304,959
109305,4425
109306,13815
109309,26623
109310,11726
109312,2976
109313,14108
109314,11792
109315,13381
109316,14958
109317,12159
109318,17406
109319,11314
109320,10235
109321,1592
109323,478
109324,895
109325,6409
109326,15172
109327,9514
109328,1453
109329,1378
109330,41758
109331,19443
109332,15844
109335,35668
109336,59615
109337,4060
109338,2740
109339,21545
109340,20242
109341,19106
109342,34812
109381,5650
109382,29915
109383,18355
109384,556
109433,28204
109434,20238
109435,18431
109436,38228
109437,77087
109438,105175
109439,8742
109688,18497
109689,60923
109690,14291
109691,101
109709,12098
109710,37530
109730,249380
109731,29436
109742,100
109853,849
109854,19029
109860,2982
109861,100
109862,6798
109863,15893
109864,209221
109865,35908
109876,2885
109877,1196
109879,6972
109880,17695
109881,26052
109891,9848
109892,51994
109907,96950
109908,54418
109910,10422
109911,21620
109913,136940
109914,26664
109915,73722
109916,139460
109917,13240
109918,26150
109923,7316
109924,3844
109926,22298
109927,44267
109928,47968
109935,2283
109936,15935
109974,4796
110021,13579
110022,5174
110029,11297
110033,328
110034,24148
110035,1615
110049,14008
110050,18569
110051,184
110083,120
110084,24098
110085,37386
110086,202
110087,228
110088,143
110089,112
110174,6264
110175,1355
110188,595
110190,9095
110191,8959
110194,20509
110195,40676
110210,135
110211,100
110212,119
110217,876
110220,5073
110221,75330
110222,89812
110223,21045
110225,744
110226,8434
110227,9949
110232,8014
110233,72871
110245,164
110272,47128
110273,531
110274,8036
110324,32414
110325,644
110326,22872
110327,9514
110599,5849
110600,25930
110621,149082
110622,196250
110628,100
110631,100
110745,20705
110752,90442
110753,120954
110754,36912
110755,240901
110756,1370
110757,100
110758,5155
110769,31533
110770,44073
110772,92829
110782,44629
110783,12196
110784,70368
110798,34563
110799,219274
110801,8571
110802,18521
110804,219823
110807,15648
110808,36301
110809,24540
110810,9351
110811,5888
110812,3531
110813,20928
110814,8693
110818,12771
110819,6455
110912,1036
110913,356
110972,9690
110973,16443
110974,47147
110975,23609
110976,4940
110977,142
110978,145
110979,162
110980,105
111066,7318
111079,3565
111080,2043
111081,5754
111112,15180
111113,44339
111114,12174
111117,470
111118,8249
111124,33074
111135,158
111136,163
111140,304
111163,104740
111164,118
111165,8056
111215,23121
111216,4672
111217,32346
111490,19467
111491,5432
111512,103610
111513,22468
111609,12527
111610,36977
111635,7428
111636,6150
111637,35594
111644,224
111645,26600
111646,137246
111649,24263
111660,217625
111661,150487
111662,25185
111663,167857
111664,29212
111665,101
111672,119
111673,99825
111674,105709
111675,342447
111676,167314
111677,242400
111690,152615
111691,34483
111692,44966
111693,948
111694,7607
111695,282715
111696,69705
111697,200
111699,12120
111700,13409
111701,12319
111702,294
111703,15465
111704,15417
111803,6000
111804,2553
111862,354
111863,24171
111864,47496
111865,17927
111866,184
111867,180
111868,126
111869,104
111870,103
111871,112
111872,112
111957,46727
111970,20295
111973,127
111991,138
111992,137
111995,156
112004,16240
112005,100
112006,6556
112015,202
112016,19790
112017,369
112025,3339
112026,123
112031,1425
112054,59232
112055,111
112056,11596
112106,13323
112107,29179
112108,38925
112379,7303
112380,21996
112381,1794
112403,12660
112404,6037
112500,16323
112501,15775
112527,730
112528,11389
112536,1152
112537,17617
112538,2135
112550,10378
112551,70595
112552,12004
112553,15459
112554,51408
112555,78535
112556,187
112557,100
112564,33288
112565,52412
112566,33238
112567,127013
112568,60278
112569,13966
112581,20014
112582,32153
112583,12490
112584,2773
112585,20135
112586,16535
112587,26674
112588,163
112590,1093
112591,3302
112592,2317
112594,4540
112695,194
112751,6443
112752,971
112753,160
112754,4617
112755,737
112756,215
112757,185
112758,169
112759,124
112760,100
112763,100
112848,7730
112895,6418
112896,17758
112897,2955
112905,626
112907,143
112908,1458
112909,193
112916,1683
112917,226
112922,1188
112945,9969
112946,143
112947,2262
112998,21998
112999,9381
113268,3553
113269,10725
113270,22513
113271,394
113294,7651
113295,150937
113403,3103
113418,55546
113419,12222
113428,658
113435,10436
113436,4848
113441,221992
113442,111876
113443,61342
113444,44539
113445,76506
113446,306818
113447,404
113455,96261
113456,92125
113457,182096
113458,110070
113459,2730
113460,89558
113469,855
113473,24504
113474,8691
113475,21355
113476,139670
113477,52463
113478,119488
113482,18284
113483,28361
113485,5899
113635,137
113639,13109
113640,11407
113641,3099
113642,20108
113643,7815
113644,2499
113645,183
113646,194
113647,198
113648,172
113649,113
113739,5686
113749,3859
113776,3063
113787,565
113795,3227
113796,4317
113797,4201
113798,26415
113799,22406
113800,6845
113801,24128
113802,3092
113803,411
113804,5867
113807,292
113808,4782
113809,1631
113810,7748
113811,8140
114157,3882
114158,13515
114159,4303
114185,32135
114186,21296
114295,483
114296,4066
114309,22099
114310,326
114331,109
114332,110
114333,113631
114334,47838
114335,22925
114336,38229
114337,228326
114338,7114
114346,41414
114347,81784
114348,72940
114349,141265
114350,27877
114351,61924
114359,33033
114360,28895
114361,114163
114362,63276
114363,29699
114364,66393
114365,31373
114366,37444
114367,26838
114368,73672
114369,52017
114373,46732
114374,38721
114375,100
114376,29616
114377,29730
114378,32550
114519,129
114520,103
114527,39157
114528,125400
114529,36713
114530,2445
114531,624
114532,190
114533,1780
114534,192
114535,163
114536,150
114537,171
114538,129
114539,125
114540,103
114629,2244
114630,3541
114634,5878
114635,18733
114640,13103
114667,3328
114668,1336
114688,8072
114689,7755
114690,12977
114691,8578
114692,574
114693,569
114695,9565
114702,6830
114703,5371
114708,620
114709,5848
114712,111
114736,9909
114737,36052
114738,6340
115048,11290
115049,2053
115076,50393
115077,7784
115187,7030
115188,6451
115200,12162
115201,27447
115222,120
115223,15612
115224,1675
115225,89927
115226,39776
115227,53373
115228,313053
115229,143
115238,139171
115239,45513
115240,76329
115241,98088
115242,13318
115250,64757
115251,107065
115252,35328
115256,30822
115257,25534
115258,786
115259,14732
115260,177261
115261,103700
115262,535
115264,44290
115265,17385
115266,102
115267,2216
115268,53517
115269,58872
115364,5519
115365,8360
115366,19826
115416,23012
115417,102535
115418,94252
115419,266
115420,196
115421,183
115422,160
115423,138
115424,147
115425,134
115426,100
115428,100
115519,13538
115520,16559
115522,11243
115523,16720
115524,2446
115525,12051
115526,24233
115562,714
115583,568
115584,233
115586,14867
115587,100
115594,7746
115599,16157
115600,5765
115601,1535
115603,103
115627,41014
115628,38345
115629,11043
115645,30564
115646,41071
115937,356
115938,7935
115939,350
115967,23119
115968,267414
116077,5711
116091,448
116092,38202
116113,116
116114,105
116115,21714
116116,9322
116117,31284
116118,8323
116119,338981
116120,43138
116129,58923
116130,130659
116131,95108
116132,111585
116141,25031
116142,100
116147,74527
116148,5595
116150,49528
116151,73860
116152,99819
116153,118738
116154,33515
116155,34840
116156,30903
116158,129
116159,5918
116160,49204
116237,4488
116251,106
116253,106
116255,5088
116304,78403
116305,45282
116306,17858
116307,43353
116308,2133
116309,124
116312,119
116313,100
116409,9245
116410,24736
116413,15876
116415,23654
116439,3122
116450,574
116451,27850
116452,3797
116453,11231
116454,20671
116477,26012
116478,106
116485,9344
116489,6100
116490,663
116492,10656
116494,105
116495,113
116518,55030
116519,33619
116536,29002
116537,7318
116827,10994
116828,6016
116858,100
116859,186812
116981,1201
116982,550
116983,25865
116984,3874
117006,14286
117007,38180
117008,18723
117009,540
117010,7788
117011,64457
117020,215350
117021,93583
117022,115553
117032,35011
117038,270
117039,101798
117040,17462
117041,20652
117042,39565
117043,6981
117044,6376
117045,49332
117046,255322
117047,7311
117048,2479
117051,67770
117123,3290
117124,2849
117125,520
117126,13639
117127,4546
117128,10140
117146,11312
117147,3762
117194,31905
117195,58884
117196,159
117197,124
117198,105
117299,686
117300,22852
117304,27006
117305,8686
117306,28604
117336,1676
117339,172
117340,994
117342,2355
117343,3080
117368,21573
117376,9399
117380,106
117383,2885
117384,7880
117385,102
117396,15935
117397,32536
117453,13980
117454,24036
117455,60519
117716,33698
117717,19538
117718,6970
117749,102
117750,64541
117875,17977
117897,21425
117898,24855
117899,4177
117900,999
117901,4902
117902,25025
117911,142623
117912,34535
117923,79071
117930,10899
117931,119352
117932,62170
117933,39738
117934,8348
117935,7584
117936,22508
117937,99331
117938,2739
117939,9837
117941,10564
117942,27963
118015,4444
118016,574
118017,7685
118018,113
118036,11700
118037,6209
118076,22454
118077,7058
118078,914
118079,813
118080,12757
118081,4015
118082,4193
118083,2822
118084,4698
118085,113
118086,106
118087,101
118189,1005
118190,21969
118196,29814
118197,5269
118231,2016
118258,2377
118259,24858
118267,12800
118270,1119
118274,9186
118275,3358
118287,68840
118288,12149
118344,7111
118345,36409
118346,35495
118606,62867
118607,70109
118640,93367
118641,250732
118751,1068
118755,1057
118789,22454
118790,973
118791,1309
118792,3159
118793,56688
118794,1434
118801,175
118802,183998
118803,3655
118814,34996
118815,60641
118824,2882
118825,21100
118826,53730
118827,45042
118828,25199
118829,21991
118830,19629
118831,10861
118832,29840
118833,1547
118927,16548
118965,5013
118966,6432
118967,1663
118968,7802
118969,10988
118970,2723
118971,100
119077,1102
119078,6011
119079,7091
119080,3241
119089,110
119149,158
119158,16878
119161,100
119165,135
119166,15612
119177,47900
119178,82185
119236,23722
119496,51306
119497,64216
119531,35185
119532,366
119680,2270
119681,16032
119682,11025
119683,2368
119684,69702
119685,19815
119693,57306
119694,2458
119705,24713
119706,67004
119718,25202
119719,16285
119721,14728
119817,3843
119839,4103
119840,4879
119841,1358
119855,10226
119856,5107
119857,100
119967,7332
119968,487
119969,258
119970,113
120039,25789
120040,6622
120043,4700
120044,11011
120045,4401
120047,8562
120048,10605
120049,15697
120052,283
120053,325
120057,8341
120069,470
120386,64576
120387,18133
120422,52686
120519,171951
120520,285334
120521,200652
120522,123
120537,2712
120548,1562
120575,55214
120576,6884
120584,20116
120585,4191
120596,27057
120597,148131
120598,3043
120611,107
120612,31496
120613,9790
120614,16441
120615,16932
120706,4171
120707,3877
120728,1838
120729,12087
120730,21468
120731,9881
120744,22184
120745,1807
120746,241
120856,470
120857,4538
120858,628
120861,100
120926,111
120927,190
120929,133
120930,40212
120931,765
120932,21064
120933,15664
120934,25409
120935,11780
120936,37564
120937,10455
120938,4312
120939,661
120940,75684
120941,157327
120943,246
120947,1145
120948,4739
121275,22718
121276,33443
121277,1073
121312,638
121313,76645
121410,78262
121411,184908
121412,116546
121413,53531
121427,697
121428,13474
121429,5626
121466,45925
121467,2882
121474,205
121475,18314
121476,9258
121484,3060
121486,25660
121487,43727
121488,45955
121489,59018
121500,21046
121501,41918
121502,84228
121503,20053
121504,14259
121506,5680
121507,30523
121595,109
121596,6686
121597,24901
121598,10801
121615,16436
121616,8020
121619,34889
121620,36478
121621,568
121633,906
121634,22771
121635,2883
121746,105
121747,1377
121748,2606
121749,473
121750,121
121755,136
121819,182
121821,16601
121822,679
121823,4823
121824,7036
121825,886
121826,2841
121828,15044
121829,1729
121831,12012
121832,101442
121834,120
121838,7271
121844,3977
121845,12429
122150,7431
122151,23300
122165,20625
122166,34017
122204,3428
122205,137
122302,106285
122318,54209
122319,23124
122320,1624
122356,122
122357,79016
122358,3185
122365,119
122366,39810
122367,42931
122374,8220
122375,689
122376,1910
122377,32914
122378,32699
122379,41161
122380,13551
122390,103
122391,76554
122392,41886
122393,21318
122394,35820
122395,54241
122396,15956
122397,14609
122398,27088
122486,11944
122487,58221
122488,1995
122489,32854
122505,7644
122506,566
122507,9159
122508,4659
122509,4670
122510,12542
122512,4306
122519,1745
122520,9866
122521,2948
122522,5931
122523,873
122524,9523
122525,82672
122526,1529
122527,105
122635,487
122636,76476
122637,33591
122638,1522
122640,2162
122641,862
122712,100
122713,100
122724,372
122725,960
122728,2812
122729,10740
122735,6315
122736,18119
122737,32142
123041,2002
123042,13681
123055,49564
123056,8181
123095,100
123096,24722
123192,187
123193,74259
123200,100
123209,28214
123210,4435
123211,47665
123212,2100
123247,586
123248,81742
123249,10538
123256,9708
123257,60560
123258,29675
123265,2081
123266,1323
123267,3401
123268,15644
123281,54214
123282,160603
123283,157914
123284,27383
123286,46783
123287,5850
123333,296
123374,4991
123375,52443
123376,74231
123377,132761
123378,6302
123379,4945
123380,29541
123395,11106
123396,6455
123400,102
123401,118
123402,1379
123403,5782
123409,2902
123410,5102
123411,1559
123412,59032
123413,53349
123414,22347
123415,2422
123416,73421
123417,151
123418,124
123419,106
123525,170
123526,836
123527,59070
123528,2702
123531,308
123564,21986
123615,4579
123618,6276
123619,7371
123628,7097
123931,646
123945,47029
123946,9827
123947,13498
123987,62054
123988,2403
124083,2443
124084,84913
124091,126
124092,121
124093,572
124100,59188
124102,2045
124103,23137
124138,84458
124139,1976
124147,102
124148,110506
124149,17519
124155,13399
124156,2313
124157,20808
124158,28917
124170,100
124171,16742
124172,33026
124173,36782
124174,11121
124175,48792
124217,13852
124218,11559
124219,13156
124220,8029
124223,3271
124224,12756
124262,3830
124263,55926
124264,116318
124265,141616
124266,141469
124267,17584
124268,5049
124285,629
124286,14165
124287,134
124291,105
124292,117
124293,9041
124294,4447
124298,515
124299,460
124300,639
124301,5989
124303,32976
124304,5840
124308,102
124409,139
124411,139
124412,137
124413,1068
124414,307
124415,9834
124416,100
124417,98725
124420,843
124505,6251
124506,5064
124507,14869
124508,16353
124509,18755
124821,13086
124822,8097
124837,24665
124877,40658
124878,88416
124902,253
124974,3336
124975,39399
124984,163
124985,1218
124986,1695
124987,14450
124988,846
124991,1107
124993,16843
124994,28037
125028,6763
125029,72244
125039,96704
125040,28789
125046,3440
125047,9381
125048,2981
125061,49600
125062,7310
125063,194
125106,1245
125107,31545
125108,30679
125110,942
125111,11857
125112,29649
125113,1403
125115,893
125123,12907
125124,14658
125125,16485
125126,7189
125127,3727
125152,18697
125153,44025
125154,13333
125155,11675
125158,114
125177,8109
125182,111
125183,101
125184,7137
125189,6485
125190,16191
125191,167
125192,33481
125300,100
125301,6685
125302,4996
125303,697
125304,595
125305,8320
125306,9964
125307,6818
125308,112324
125309,119
125382,166
125383,324
125395,7940
125396,3666
125397,33162
125727,13804
125728,37850
125768,126086
125769,460
125800,727
125866,35986
125877,100
125878,19912
125879,30020
125884,303
125885,32165
125888,4888
125918,24788
125919,231609
125920,73931
125930,18864
125931,19539
125936,10913
125937,56878
125938,5886
125950,2349
125951,67110
125952,10918
125953,7397
125960,7000
125995,4061
125996,13889
125997,773
126004,8248
126005,14809
126006,10004
126014,13843
126015,1248
126016,11366
126017,20253
126018,47980
126019,6325
126021,2192
126022,3504
126023,38468
126024,23936
126042,52382
126043,43868
126046,44022
126047,768
126049,4926
126067,1731
126068,6349
126069,26805
126075,7408
126076,6196
126077,545
126078,101
126079,209
126080,42469
126191,5238
126192,2533
126198,108
126274,536
126286,23896
126287,38073
126288,73310
126600,1491
126601,3234
126602,103
126617,26533
126618,38803
126659,48322
126660,101
126680,383
126692,506
126753,7826
126754,99304
126755,162443
126756,353312
126757,14273
126770,2890
126771,1245
126772,907
126775,18754
126776,85064
126777,29309
126805,32819
126806,14595
126810,730
126811,15804
126821,43837
126826,1831
126827,20621
126841,14805
126842,103890
126843,12988
126844,3831
126850,8616
126851,61279
126852,40970
126884,106
126885,7485
126886,19293
126897,13294
126905,1791
126906,5054
126907,1268
126908,7062
126909,81930
126910,24627
126911,18768
126912,39278
126913,68579
126914,36275
126930,13766
126931,47539
126932,29758
126933,4876
126937,243
126938,28141
126958,2150
126959,32759
126960,171061
126961,18815
126964,100
126965,101
126966,111
126967,30016
126968,27298
126969,120
126970,330
127079,240
127080,14025
127081,6547
127082,1744
127089,312
127090,18871
127093,458
127175,648
127176,10929
127177,16240
127178,4834
127181,394
127491,4410
127492,54988
127493,16263
127506,4356
127507,46511
127508,15503
127550,25285
127551,2187
127565,398
127616,26036
127617,124
127618,1614
127619,494
127621,173
127624,14636
127625,51258
127626,431
127637,106
127638,27181
127639,50040
127644,22887
127645,457146
127646,346881
127647,122351
127663,203
127664,101
127666,17836
127667,17089
127668,35980
127679,4764
127680,108
127681,116
127687,101
127695,17369
127696,7598
127697,28508
127698,20583
127699,14272
127700,59921
127701,69581
127702,2308
127712,45549
127713,3305
127717,15775
127718,5575
127732,106
127733,42978
127734,6626
127735,14669
127736,538
127740,40421
127741,124762
127742,177759
127775,6579
127776,16843
127788,11616
127796,4146
127799,2654
127800,10456
127801,23241
127802,23647
127803,32610
127804,57551
127805,15110
127813,3436
127814,18974
127819,1414
127820,8834
127821,7453
127828,102590
127829,31663
127849,17528
127850,9437
127851,94168
127852,101
127856,101
127857,106
127858,119
127859,4990
127860,116
127862,100
127970,5038
127979,133
127980,265
127981,30356
127982,1748
128017,1168
128064,4131
128065,6760
128066,6549
128067,8171
128068,4654
128077,15860
128078,7004
128380,577
128381,5300
128382,116
128383,11825
128384,5143
128395,262
128396,16712
128397,2085
128441,607
128442,54479
128443,7657
128456,543
128461,582
128465,1039
128470,134
128472,185
128507,28141
128508,27768
128510,134
128511,1542
128512,2318
128514,29565
128515,232070
128516,101757
128517,140606
128527,106
128528,122
128529,100
128530,39260
128531,43500
128532,21980
128533,71584
128534,113833
128535,85732
128536,165
128537,38053
128538,101075
128554,135
128555,246
128557,41624
128558,88275
128559,96340
128571,219
128577,104
128578,102
128586,13413
128590,110
128591,13545
128592,192
128603,49678
128604,180
128608,4146
128609,101
128624,25564
128625,27684
128626,10229
128627,11928
128628,79125
128629,69041
128630,65396
128631,110538
128632,28826
128633,962
128666,16649
128677,199
128678,1591
128679,4414
128680,3976
128683,15993
128684,11329
128687,2852
128688,4647
128692,8697
128693,2367
128694,9914
128695,13427
128696,1427
128700,680
128701,16040
128702,8524
128703,3846
128704,5222
128705,4582
128710,6770
128717,13948
128718,26689
128719,11579
128739,1819
128740,10721
128741,34655
128742,100
128748,140
128749,118
128750,103
128751,133
128767,6630
128768,100
128769,103
128770,112
128771,101
128855,910
128857,8013
128858,14549
128859,10293
128860,13166
128861,27089
128862,11405
128868,619
128869,134
128870,1987
128871,543
128907,5686
128908,48181
128953,5589
128954,19549
128955,4969
128956,2056
128957,4010
128968,5567
128969,25442
128970,2182
128985,67891
128986,5620
129271,35403
129272,44675
129273,12481
129274,19527
129284,282
129285,12547
129286,6279
129287,595
129288,100
129332,255
129333,42745
129334,229978
129335,28918
129347,8000
129348,524
129351,104
129353,4279
129354,1064
129355,727
129356,232
129360,1422
129361,7108
129362,144
129363,429
129398,4970
129399,50559
129403,3034
129404,13836
129405,35806
129406,101
129407,104
129408,13020
129409,44917
129410,18371
129412,106
129415,1431
129416,5783
129419,124
129422,109
129423,76022
129424,126211
129426,12308
129429,209
129445,239
129446,22717
129447,8165
129448,12637
129449,2918
129450,80532
129464,6740
129468,111
129469,121
129470,380
129471,32620
129477,64720
129494,53240
129500,15937
129515,13987
129516,17606
129517,6779
129518,51836
129519,8524
129520,38963
129521,105
129522,1694
129556,11520
129557,26126
129568,12318
129569,17183
129570,9691
129573,16159
129574,59539
129575,7820
129578,1540
129579,6999
129580,17282
129582,26205
129583,9247
129586,1732
129587,10454
129589,19854
129590,13962
129591,6175
129600,8596
129608,16600
129609,7648
129610,34082
129630,1575
129631,3913
129632,129949
129633,964
129639,139
129640,122
129641,100
129642,101
129643,100
129644,100
129656,13517
129657,26481
129658,19157
129663,567
129742,4308
129743,26097
129744,18866
129745,21582
129746,24880
129747,25629
129748,10834
129751,1199
129752,13407
129753,3362
129759,607
129801,4495
129802,43010
129843,9370
129844,2091
129847,9811
129860,1032
129875,19399
129876,73324
130161,9572
130162,45570
130163,76052
130164,90414
130175,3785
130176,23675
130177,323
130222,100
130223,119
130224,114
130225,103
130226,194795
130227,10884
130241,3410
