id1,id2,boundary
137285,137286,10000.0000000037
137285,138176,10000
139067,138176,10000
139067,139066,10000.0000000037
142625,142624,9999.99999999627
142625,143516,10000.0000000037
147079,146188,10000
147079,147078,10000.0000000037
148860,147969,9999.99999999255
148860,148859,9999.99999999627
150634,150635,9999.99999999627
155983,156874,9999.99999998882
155983,155092,10000.0000000037
155983,155982,9999.99999999627
156874,157765,9999.99999998882
156874,156873,10000.0000000037
157760,156869,10000.0000000037
157760,157761,10000
157772,158663,10000
157772,157773,10000
158655,158654,9999.99999999627
158655,159546,10000.0000000037
158660,158661,9999.99999999627
158661,158662,9999.99999999627
158662,158663,9999.99999999627
158662,159553,10000.0000000037
161330,160439,9999.99999998882
161330,161329,10000.0000000037
161330,161331,10000.0000000037
161330,162221,9999.99999998882
161336,162227,10000
162211,163102,9999.99999998882
162211,161320,10000.0000000037
162227,162228,10000.0000009537
162227,163118,10000.0000000037
163106,162215,10000.0000000037
163106,163107,10000.0000000037
164883,164884,10000
164883,165774,10000.0000000037
164884,165775,9999.99999998882
164896,164005,10000.0000000037
164896,164897,10000.0000000037
165774,165775,10000.0000000037
169340,170231,10000.0000000037
169340,169339,10000.0000000037
169348,170239,9999.99999998882
169350,168459,10000.0000000037
169350,169351,10000.0000000037
169350,170241,10000.0000000037
170231,170230,10000
170231,171122,9999.99999998882
170234,171125,10000.0000000037
171125,172016,10000.0000000037
172016,172017,10000.0000000037
172016,172907,10000.0000000037
172017,172908,9999.99999998882
172907,172908,10000
172907,173798,10000.0000000037
172908,173799,9999.99999998882
173798,173799,10000.0000000037
173798,174689,10000.0000000037
173799,173800,10000.0000000037
173799,174690,9999.99999998882
173800,174691,10000.0000000037
174690,174691,9999.99999998882
174690,175581,9999.99999998882
174690,174689,10000.0000000037
175581,176472,9999.99999998882
175581,175580,10000.0000000037
176469,177360,10000.0000000037
176469,176470,9999.99999998882
176472,176471,9999.99999998882
177360,177361,10000.0000000037
177361,177362,10000.0000000037
177361,176470,10000
177362,176471,10000.0000000037
177366,177365,10000.0000000037
177366,177367,10000.0000000037
177366,178257,10000.0000000037
180925,181816,10000.0000000037
180925,180034,10000
180925,180924,10000.0000000037
181808,181807,10000.0000000037
181808,182699,10000.0000000037
181813,182704,9999.99999998882
181813,180922,10000.0000000037
181815,181816,10000.0000000037
181815,180924,10000.0000000037
181815,182706,10000.0000000037
181816,181817,10000.0000000037
181816,182707,10000
182704,182705,9999.99999998882
182704,183595,10000.0000000037
182705,182706,10000.0000000037
182705,183596,9999.99999998882
184476,184477,9999.99999998882
184481,183590,10000.0000000037
184481,184480,9999.99999998882
184481,185372,10000.0000000037
185368,184477,10000.0000000037
185368,185369,10000.0000000037
186264,185373,9999.99999998882
186264,186265,10000
187143,186252,10000.0000000037
187143,187142,10000.0000000037
188046,188937,9999.99999998882
188046,188047,9999.99999998882
188923,188032,10000.0000000037
188935,189826,10000
188937,188938,10000.0000000037
188937,189828,9999.99999998882
189825,190716,10000.0000000037
189825,189826,10000.0000000037
189920,189919,10000.0000000037
189920,190811,10000.0000000037
190714,190715,9999.99999998882
190714,191605,9999.99999998882
190715,190716,9999.99999998882
190715,191606,10000.0000000037
190716,190717,10000.0000000037
190716,191607,10000.0000000037
191605,191606,10000.0000000037
191606,192497,10000.0000000037
191606,191607,10000.0000000037
192495,193386,10000.0000000037
192497,192498,9999.99999998882
192497,193388,9999.99999998882
195198,196089,10000.0000000037
196056,196057,10000.0000000037
196056,196947,9999.99999998882
196057,196058,10000.0000000037
196057,196948,10000.0000000037
196058,195167,10000.0000000037
196058,196059,9999.99999998882
196058,196949,10000.0000000037
196943,196944,10000
196943,197834,10000.0000000037
196944,196945,10000
196944,197835,10000.0000000037
196945,196946,10000
196946,196947,10000
196947,196948,10000
196948,196949,10000.0000000037
