species,pu,amount
25,89816,1
48,89816,100000000
49,89816,100000000
1,89817,51390.665472
25,89817,1
48,89817,100000000
49,89817,100000000
1,89818,2648408.4079
25,89818,1
48,89818,100000000
49,89818,100000000
1,89819,5398273.264844
2,89819,846846.788122
25,89819,1
48,89819,100000000
49,89819,100000000
1,89820,5310571.974357
2,89820,5461897.025401
25,89820,1
45,89820,5897986.799
48,89820,100000000
49,89820,100000000
1,89821,1469448.201574
2,89821,1909358.57083
25,89821,1
45,89821,2972294.109
48,89821,100000000
49,89821,100000000
1,90134,1006271.110174
5,90134,754452.47813
7,90134,200960.87595
8,90134,508345.465982
10,90134,42443.906409
32,90134,1
48,90134,100000000
6,90205,5295.706312
35,90205,1
2,90206,4259092.387501
6,90206,9716219.99886801
10,90206,1258366.827196
35,90206,1
6,90207,57236.412961
10,90207,102144.505085
35,90207,1
6,90208,325852.500851
10,90208,795.444353
35,90208,1
6,90209,9886440.99612699
10,90209,59212.655805
35,90209,1
1,90210,134605.906552
3,90210,1197969.421622
6,90210,10751316.776354
7,90210,1751005.48805
8,90210,4709.75684
9,90210,38756.59255
10,90210,137517.878892
35,90210,1
6,90211,765195.963484
10,90211,301.545841
35,90211,1
2,90213,1975598.451672
5,90213,4517618.615627
6,90213,264850.494731
7,90213,1991187.004196
8,90213,1104378.289934
10,90213,48756.800727
35,90213,1
2,90214,483710.122912
5,90214,30232292.397701
6,90214,41756.906879
7,90214,2688589.967379
8,90214,377643.738339
10,90214,80238.021302
35,90214,1
1,90215,15358.257266
5,90215,2715128.398701
7,90215,854886.526298
8,90215,169959.520094
10,90215,133469.155193
35,90215,1
1,90216,81990.200334
5,90216,2311.892186
7,90216,548297.028741
8,90216,26020.61225
10,90216,11935.177658
35,90216,1
1,90217,38345.649604
5,90217,9788.443179
7,90217,56786.072634
8,90217,7804.113831
10,90217,2576.647154
35,90217,1
1,90264,22150782.544936
3,90264,994455.518741
5,90264,2180746.064927
30,90264,1
1,90265,717598.046132
3,90265,449654.282879
5,90265,217933.14806
8,90265,25591.41425
30,90265,1
30,90267,1
1,90294,288544.566196
3,90294,1378.494731
5,90294,84914.2783
7,90294,5111.22476
14,90294,1
48,90294,100000000
1,90295,6462791.179996
2,90295,38770.801614
3,90295,1296789.63399
5,90295,337174.533687
7,90295,254806.891245
8,90295,1943.49747
14,90295,1
1,90296,1770214.125848
3,90296,336627.624477
5,90296,113227.97364
7,90296,626592.222311
8,90296,1611.087337
14,90296,1
1,90297,681427.484814
5,90297,175927.052222
7,90297,1022639.523625
8,90297,34261.645387
14,90297,1
1,90298,1271338.055702
2,90298,50773.179976
5,90298,239565.735259
7,90298,1155178.623015
8,90298,52275.938787
14,90298,1
7,90301,804.229108
14,90301,1
3,90302,4422.662974
5,90302,20213.607785
7,90302,221709.438972
8,90302,1909.790655
14,90302,1
1,90303,197851.289253
3,90303,447287.181862
5,90303,15406263.726417
7,90303,3493395.945038
8,90303,600519.260409
14,90303,1
1,90304,5483016.270773
5,90304,24546294.073345
7,90304,4112515.313099
8,90304,4506124.444962
14,90304,1
1,90305,16585158.442623
2,90305,19689.912605
5,90305,5802589.168014
7,90305,8497224.5684
8,90305,10322444.981842
9,90305,124898.7468
14,90305,1
1,90306,275639.820328
5,90306,203183.90808
7,90306,222616.72783
8,90306,18942.9351
14,90306,1
1,90381,651034.560912
3,90381,744918.676819
8,90381,509551.187742
9,90381,21704.333313
14,90381,1
8,90382,1105.772944
14,90382,1
1,90411,6021562.62652
2,90411,397812.376995
9,90411,2404535.22774
14,90411,1
1,90412,2915604.074916
9,90412,789574.211747
14,90412,1
1,90413,3662448.073946
2,90413,2305713.579692
9,90413,760375.687063
14,90413,1
2,90414,3528212.68053
9,90414,1403.39585
14,90414,1
1,90415,384009.475458
2,90415,3194431.382209
9,90415,2154946.471329
14,90415,1
1,90416,5570880.157054
9,90416,2614000.38957
14,90416,1
1,90417,822253.960052
14,90417,1
1,90418,24037454.261841
3,90418,6520.196872
9,90418,495957.657029
14,90418,1
50,90418,100000000
1,90419,2598165.203517
2,90419,11541.467354
3,90419,21139.014307
9,90419,247479.611268
14,90419,1
50,90419,100000000
9,90421,1665.091225
14,90421,1
50,90421,100000000
13,90492,1
13,90493,1
2,90494,5313109.90249
13,90494,1
2,90495,11455902.962343
13,90495,1
2,90496,5735473.893612
13,90496,1
2,90498,383900.95448
13,90498,1
2,90499,10153.054491
13,90499,1
17,90555,1
2,90556,20924.692879
17,90556,1
2,90557,2070824.793415
17,90557,1
2,90558,2841257.718689
17,90558,1
2,90559,630.109745
17,90559,1
2,90560,143650.110529
17,90560,1
26,90588,1
50,90588,100000000
1,90696,91363.700562
25,90696,1
1,90697,567036.999524
25,90697,1
1,90698,1265559.418363
25,90698,1
1,90699,35537.33446
2,90699,214077.142974
25,90699,1
1,90701,1717405.821181
2,90701,1318414.954587
25,90701,1
1,90702,4007779.43956
2,90702,2540993.795677
25,90702,1
48,90702,100000000
1,90703,1675123.17214
25,90703,1
48,90703,100000000
1,90704,1663933.368207
25,90704,1
48,90704,100000000
1,90705,192165.366144
25,90705,1
48,90705,100000000
1,90706,321987.680547
25,90706,1
48,90706,100000000
49,90706,100000000
1,90707,1918573.636617
25,90707,1
48,90707,100000000
49,90707,100000000
1,90708,5354077.368638
25,90708,1
48,90708,100000000
49,90708,100000000
1,90709,4851785.23999
25,90709,1
48,90709,100000000
49,90709,100000000
1,90710,1081695.173034
25,90710,1
48,90710,100000000
49,90710,100000000
1,91025,4336.227214
5,91025,323173.325784
7,91025,114199.762887
8,91025,157718.241841
10,91025,7622.792021
32,91025,1
48,91025,100000000
1,91026,234959.497188
2,91026,120900.222613
5,91026,3365087.253604
7,91026,479527.178202
8,91026,1825815.95931
10,91026,177073.43462
32,91026,1
48,91026,100000000
2,91095,1513115.433361
6,91095,582658.595767
10,91095,78082.281607
35,91095,1
2,91096,1059914.05922
6,91096,794152.156970999
10,91096,174538.929546
35,91096,1
2,91097,112636.345554
6,91097,2858691.923653
10,91097,1884536.120209
35,91097,1
2,91098,901015.897125
6,91098,2736304.793446
10,91098,207901.275311
35,91098,1
2,91099,228076.417958
6,91099,19584704.845583
10,91099,60215.44322
35,91099,1
2,91100,4953825.275614
6,91100,13552661.404034
10,91100,1678.513124
35,91100,1
2,91101,1054582.188681
6,91101,16112257.701023
10,91101,1407.158486
35,91101,1
1,91102,8536.342798
2,91102,1026973.005813
6,91102,12141507.785806
10,91102,24436.540763
35,91102,1
1,91103,1300327.919437
2,91103,43080.296147
6,91103,2825117.30028
10,91103,30227.740822
35,91103,1
1,91104,1297796.513738
2,91104,387968.202841
6,91104,3406050.45942
7,91104,1094803.782812
8,91104,128675.976163
10,91104,83022.196675
35,91104,1
2,91105,2174740.961835
5,91105,31853721.72
6,91105,600387.651949
7,91105,9877359.838003
8,91105,1438606.720622
10,91105,1338.236017
35,91105,1
1,91106,83338.247418
5,91106,33416856.454958
7,91106,13073.448284
8,91106,6231.876904
10,91106,158949.154438
35,91106,1
1,91107,598625.24148
5,91107,11754554.366462
7,91107,2160077.369568
8,91107,711178.97142
10,91107,473362.093032
35,91107,1
1,91108,633071.59144
5,91108,15929517.847246
6,91108,22007.845406
7,91108,1862995.167299
8,91108,1263108.130044
10,91108,261217.236547
35,91108,1
1,91109,2050436.053951
5,91109,1243743.603884
6,91109,6246.517277
7,91109,5287201.990199
8,91109,3544815.267386
9,91109,3558.767411
10,91109,59014.477844
35,91109,1
1,91110,647852.867078
3,91110,40962.55656
5,91110,22491.753132
7,91110,742423.704268
8,91110,111402.634849
10,91110,137227.654235
35,91110,1
5,91111,4898.911468
35,91111,1
1,91113,1014651.07149
3,91113,516059.750804
5,91113,124873.663456
7,91113,296279.81828
8,91113,93791.727685
9,91113,183070.067707
10,91113,553356.951194
35,91113,1
1,91114,11621228.249599
2,91114,5537.026531
3,91114,1519755.258739
5,91114,592150.560174
7,91114,1674118.70466
8,91114,411426.368975
9,91114,186795.226117
10,91114,272338.572446
35,91114,1
1,91115,892523.715638
3,91115,136173.560138
5,91115,141007.793267
7,91115,583819.177551
8,91115,42239.628813
9,91115,60128.67668
10,91115,19177.926681
35,91115,1
1,91116,3281299.51521
2,91116,36913.312623
3,91116,1635881.938218
5,91116,51914.486631
7,91116,1162481.886516
8,91116,253855.436372
9,91116,48870.394098
10,91116,98094.468687
35,91116,1
1,91117,8493786.457859
2,91117,406448.370473
3,91117,1084343.164502
5,91117,5389649.11735
6,91117,10060.20759
7,91117,11875380.979045
8,91117,2361609.951402
9,91117,59347.822715
10,91117,741130.028807
35,91117,1
1,91118,1192228.924972
3,91118,39641.787964
5,91118,317786.301797
7,91118,334662.281261
8,91118,34537.221287
10,91118,5627.963046
30,91118,1
1,91129,919849.78331
2,91129,399077.828716
5,91129,143923.024261
7,91129,1139002.051544
8,91129,669666.869208
10,91129,114589.004446
30,91129,1
1,91130,2847834.786976
2,91130,6519294.702598
5,91130,2171943.367118
6,91130,947733.42149
7,91130,2351489.023759
8,91130,502514.63118
10,91130,423605.952927
30,91130,1
1,91131,2466091.486166
2,91131,7616383.68104
5,91131,2903016.495705
6,91131,2210322.246282
7,91131,3922096.14157
8,91131,217843.165946
10,91131,679405.627893
30,91131,1
1,91154,1399.31467
3,91154,353268.895881
5,91154,44238.706282
30,91154,1
1,91155,4334680.930056
3,91155,516699.207594
5,91155,235786.987271
8,91155,5849.7019
30,91155,1
1,91156,20158580.43955
3,91156,363296.445173
5,91156,1072049.02521
7,91156,3641329.453
8,91156,255442.9
30,91156,1
1,91157,419021.418334
3,91157,203891.008837
5,91157,781775.039118
8,91157,233848.986052
30,91157,1
1,91158,17717626.355303
3,91158,2730.616957
5,91158,2472118.79877
8,91158,1732641.228355
9,91158,1435575.41197
30,91158,1
1,91159,770891.380094
3,91159,9117.446214
5,91159,310479.222995
8,91159,764639.877803
9,91159,2513825.945022
30,91159,1
1,91183,348915.326
14,91183,1
48,91183,100000000
1,91184,847828.839562
3,91184,4993.543769
5,91184,1664.514591
7,91184,43063.17149
14,91184,1
48,91184,100000000
1,91185,4786540.150113
5,91185,435266.07812
7,91185,11125.58992
14,91185,1
48,91185,100000000
1,91193,842346.32362
3,91193,1676731.705803
5,91193,3903526.94866
7,91193,8408888.031174
8,91193,14634750.389837
14,91193,1
1,91194,1611876.639473
3,91194,324195.435208
5,91194,6781425.262209
7,91194,9383863.735582
8,91194,18655619.815098
14,91194,1
1,91195,1349076.67678
3,91195,128874.867908
5,91195,4658538.242433
7,91195,8418116.642577
8,91195,6887987.441315
14,91195,1
1,91196,3561333.115469
5,91196,1200990.997532
7,91196,3448338.142526
8,91196,1393750.029106
9,91196,461957.33771
14,91196,1
1,91270,232245.05389
3,91270,1201323.461929
8,91270,1715954.632648
14,91270,1
1,91272,941338.109721
3,91272,833521.973381
8,91272,333863.696174
9,91272,32560.053153
14,91272,1
1,91273,2585209.641965
3,91273,225979.61129
8,91273,483371.747848
9,91273,361706.936209
14,91273,1
3,91282,3416.852612
14,91282,1
1,91303,4721177.500969
2,91303,283931.346736
9,91303,2275370.63941
14,91303,1
1,91304,6834901.354419
2,91304,1315022.067201
9,91304,2548797.882419
14,91304,1
1,91305,1273090.288083
2,91305,5807595.567657
9,91305,3140725.559597
14,91305,1
1,91306,31455.346203
2,91306,3310658.654033
9,91306,304795.91809
14,91306,1
1,91307,1744654.411783
2,91307,10534155.29449
3,91307,22913.628777
9,91307,4833046.210794
14,91307,1
1,91308,9382468.257204
2,91308,3002977.638472
3,91308,1402.115316
9,91308,1366523.054924
14,91308,1
50,91308,100000000
1,91309,19700341.660486
2,91309,4241059.917372
3,91309,39120.703053
9,91309,2854705.847723
14,91309,1
50,91309,100000000
1,91310,5575913.675674
2,91310,1196364.238457
3,91310,1931.403132
9,91310,947920.689098
14,91310,1
50,91310,100000000
2,91384,73143.95765
13,91384,1
2,91385,13236111.800698
13,91385,1
2,91386,6257418.813394
13,91386,1
2,91387,1369831.759233
13,91387,1
2,91388,3579345.262859
13,91388,1
2,91389,2352902.541461
13,91389,1
2,91390,1491898.889593
13,91390,1
2,91391,4785.883944
13,91391,1
17,91449,1
17,91450,1
17,91451,1
2,91478,1416369.622453
26,91478,1
50,91478,100000000
2,91479,529808.793695
26,91479,1
50,91479,100000000
1,91586,106693.473559
25,91586,1
45,91586,283491.0627
1,91587,748997.364533
2,91587,215752.963226
25,91587,1
45,91587,1099084.988
1,91588,490492.543332
2,91588,137809.517389
25,91588,1
1,91591,1590636.005154
25,91591,1
1,91592,2657552.479914
2,91592,570621.327287
25,91592,1
1,91593,931732.995965
25,91593,1
1,91594,457242.368306
25,91594,1
48,91594,100000000
1,91595,897588.743528
25,91595,1
48,91595,100000000
1,91596,2260372.390612
25,91596,1
48,91596,100000000
1,91597,5526142.146093
25,91597,1
48,91597,100000000
1,91598,2861070.280755
25,91598,1
48,91598,100000000
49,91598,100000000
1,91606,670669.142479
25,91606,1
50,91606,100000000
5,91917,2121264.223059
7,91917,66561.284774
8,91917,2612.809849
10,91917,602.931382
32,91917,1
48,91917,100000000
5,91918,5529214.707553
7,91918,19948.867715
10,91918,4421.02391
32,91918,1
2,91985,919383.539674
35,91985,1
2,91986,2598847.595306
6,91986,291640.814674
10,91986,21064.860653
35,91986,1
2,91987,209762.13331
35,91987,1
2,91990,10168.544454
35,91990,1
2,91991,1707026.851805
35,91991,1
2,91996,80908.023248
5,91996,1414981.51
6,91996,161307.313101
7,91996,1028225.507
8,91996,198781.22628
35,91996,1
2,91997,890676.989029
5,91997,20001921.445397
6,91997,1462463.51007
7,91997,2669558.643721
8,91997,3922920.226216
10,91997,4821.288692
35,91997,1
2,91998,3665.991799
5,91998,29139893.04
6,91998,722782.224091
7,91998,1315290.415547
8,91998,1366120.671121
35,91998,1
2,91999,563507.940724
5,91999,15010919.524915
6,91999,555598.746314
7,91999,1224256.164345
8,91999,241776.189354
10,91999,2851.209179
35,91999,1
2,92000,75391.196752
5,92000,4387943.253047
6,92000,20058655.224828
7,92000,418599.585696
8,92000,19231.083558
10,92000,186819.113341
35,92000,1
1,92001,623979.671097
3,92001,128677.961399
5,92001,412651.131679
6,92001,10870163.987096
7,92001,39991.556701
8,92001,5988.042801
10,92001,120016.426855
35,92001,1
1,92002,143214.037238
3,92002,699465.175873
5,92002,3236085.257739
6,92002,2692033.221155
7,92002,79599.052226
8,92002,30545.538372
10,92002,327195.075776
35,92002,1
1,92003,128660.758072
3,92003,16379.31124
5,92003,127313.019067
7,92003,28586.256706
8,92003,1976.843768
10,92003,8362.057735
35,92003,1
1,92004,800030.580112
3,92004,1042535.737797
5,92004,304794.668832
7,92004,974435.401019
8,92004,117741.332357
9,92004,171201.449048
10,92004,1500126.681634
35,92004,1
1,92005,1910892.563938
3,92005,154767.532827
5,92005,120763.489255
6,92005,12.654165
7,92005,1141882.671645
8,92005,249760.586944
9,92005,85534.615572
10,92005,337164.179885
35,92005,1
1,92006,4062824.3188
2,92006,17533.231625
3,92006,1291392.331254
5,92006,1010545.187846
7,92006,3399879.66499
8,92006,495747.921238
10,92006,65393.565633
35,92006,1
1,92007,16123566.597174
2,92007,435927.603183
3,92007,2025163.023187
5,92007,15287399.080085
6,92007,30636.62717
7,92007,25530517.902379
8,92007,10467270.388058
9,92007,417334.039392
10,92007,1146266.529728
35,92007,1
1,92008,12071989.77588
2,92008,4263.445971
3,92008,962945.683683
5,92008,6787227.600828
6,92008,832.23567
7,92008,13484163.29983
8,92008,1764309.43473
9,92008,57876.388958
10,92008,295221.202599
35,92008,1
1,92009,8656756.60344
3,92009,45318.844325
5,92009,1243961.603016
6,92009,17913.11475
7,92009,19333251.293936
8,92009,3272306.569563
9,92009,152132.941471
10,92009,1812377.717863
35,92009,1
1,92010,1757620.734591
5,92010,1612661.952096
6,92010,277467.39127
7,92010,3741226.547452
8,92010,1278376.95576
9,92010,28892.486352
10,92010,481898.561342
30,92010,1
1,92012,2516908.657612
5,92012,404108.061693
7,92012,5603342.124069
8,92012,9985.201953
10,92012,675457.69852
30,92012,1
1,92013,1223239.971081
5,92013,797108.76307
7,92013,3248834.755454
8,92013,136663.213074
9,92013,11649.67618
10,92013,532943.347417
30,92013,1
1,92014,2314163.451194
5,92014,1170788.824994
7,92014,1727264.522484
8,92014,55890.181211
10,92014,519037.014867
30,92014,1
1,92019,3858486.442716
2,92019,679082.547603
5,92019,97325.105698
7,92019,595664.954447999
8,92019,650934.125532
10,92019,31663.646118
30,92019,1
1,92020,673538.076998
2,92020,1562466.11012
5,92020,5310398.237706
6,92020,112321.884492
7,92020,9646728.55227802
8,92020,939977.990974
10,92020,659351.814453
30,92020,1
1,92021,11780778.721262
2,92021,10332369.119975
5,92021,14288190.433247
6,92021,1688120.275129
7,92021,18842765.640639
8,92021,153540.553525
10,92021,1796017.034886
30,92021,1
1,92022,26374651.838367
2,92022,7974176.145471
5,92022,13891848.610547
6,92022,679029.131163
7,92022,20778214.301582
8,92022,9558.958784
10,92022,1174049.6952
30,92022,1
1,92045,359157.429896
3,92045,475673.818887
5,92045,60575.759518
7,92045,1012283.77486
8,92045,19284.062198
30,92045,1
1,92047,11367726.661089
3,92047,8133814.11873701
5,92047,2582408.950034
7,92047,18225834.446394
8,92047,709229.765057
30,92047,1
1,92048,10121714.397992
3,92048,377726.22322
5,92048,340936.509334
7,92048,447167.666033
30,92048,1
1,92049,446964.560024
3,92049,5946.925556
5,92049,16.972172
30,92049,1
1,92052,935150.756082
5,92052,787209.142064
30,92052,1
3,92053,100.48756
5,92053,146696.18464
7,92053,378194.981593
8,92053,351066.527016
9,92053,93945.644966
30,92053,1
1,92072,20003598.029922
5,92072,476853.446761
14,92072,1
48,92072,100000000
1,92073,4449711.911728
14,92073,1
48,92073,100000000
1,92074,5564707.271894
2,92074,212269.239938
3,92074,30503.65801
5,92074,674885.774715
7,92074,122034.807739
14,92074,1
48,92074,100000000
1,92075,6194561.589819
2,92075,544258.329861
5,92075,49933.344528
7,92075,62886.98512
14,92075,1
48,92075,100000000
1,92076,10605980.906948
2,92076,672683.820339
5,92076,1253285.669423
7,92076,1064126.83604
14,92076,1
48,92076,100000000
1,92080,6628256.873555
2,92080,7590.295201
3,92080,583317.188992
5,92080,262953.42822
7,92080,561683.92266
14,92080,1
1,92084,646042.695009
3,92084,6661.691842
5,92084,904.44917
7,92084,1047903.387981
14,92084,1
1,92163,1110821.396458
3,92163,1150896.130169
8,92163,211998.245305
9,92163,83297.513246
14,92163,1
1,92164,1139334.301663
3,92164,1308055.436577
8,92164,294080.837795
9,92164,29517.945847
14,92164,1
1,92165,112771.592171
8,92165,36374.126494
14,92165,1
3,92176,502.448829
14,92176,1
1,92195,9370064.207512
2,92195,99394.378622
9,92195,4542748.679379
14,92195,1
1,92196,3849959.030521
2,92196,129239.046354
9,92196,2332813.171411
14,92196,1
1,92197,5334325.795975
2,92197,6173879.859022
9,92197,6893602.682578
14,92197,1
1,92198,10081463.604707
2,92198,84661.261141
9,92198,4447201.617837
14,92198,1
1,92199,1516861.597544
3,92199,450.664725
9,92199,671874.836342
14,92199,1
50,92199,100000000
1,92200,3804790.250155
2,92200,3415266.266447
3,92200,75.699705
9,92200,832792.544561
14,92200,1
50,92200,100000000
1,92201,4643262.42527
2,92201,1387944.73711
3,92201,17010.524294
9,92201,670741.433759
14,92201,1
50,92201,100000000
1,92202,444857.931588
9,92202,529517.34234
14,92202,1
50,92202,100000000
2,92229,5136564.963262
13,92229,1
48,92229,100000000
13,92267,1
2,92276,26810850.932085
13,92276,1
2,92277,6503449.079923
13,92277,1
17,92340,1
17,92341,1
2,92369,427355.738222
26,92369,1
50,92369,100000000
26,92372,1
50,92372,100000000
1,92464,726828.72005
25,92464,1
48,92464,100000000
1,92465,1766659.532924
2,92465,37386.267976
25,92465,1
48,92465,100000000
1,92466,1856516.194885
2,92466,1071340.105743
25,92466,1
48,92466,100000000
1,92467,4579911.47727
25,92467,1
48,92467,100000000
1,92469,529003.184584
25,92469,1
48,92469,100000000
1,92476,113832.093624
25,92476,1
45,92476,508270.2977
47,92476,1
1,92477,826592.864318
25,92477,1
45,92477,2351245.908
1,92478,221120.125296
25,92478,1
45,92478,808613.0758
1,92481,695746.236714
2,92481,56088.890498
25,92481,1
1,92482,1637291.271065
25,92482,1
1,92483,222997.832211
25,92483,1
1,92487,914.285677
25,92487,1
48,92487,100000000
1,92797,1364920.04555
5,92797,66146.105515
7,92797,21616.322898
8,92797,13376.270671
10,92797,12971.697055
32,92797,1
1,92798,5890688.138191
5,92798,993383.622604
7,92798,246437.139649
8,92798,62196.794137
10,92798,459306.085334
32,92798,1
1,92800,2821305.678164
5,92800,204579.423033
7,92800,8548.065888
8,92800,10640.798171
10,92800,130.508245
32,92800,1
5,92806,1970325.348709
7,92806,91548.168275
10,92806,95442.727511
32,92806,1
5,92807,936954.620058
7,92807,73920.269467
10,92807,166663.458175
32,92807,1
5,92808,622663.581793
10,92808,1591.043761
32,92808,1
5,92809,11269318.994122
7,92809,1709498.997874
10,92809,270767.192453
32,92809,1
2,92876,3536494.447223
35,92876,1
2,92877,2286262.440706
10,92877,26220.955791
35,92877,1
2,92878,2343293.128252
6,92878,13694.622083
10,92878,204340.374242
35,92878,1
2,92890,13837.107947
35,92890,1
2,92891,1956286.16624
6,92891,10319142.651473
10,92891,213954.772638
35,92891,1
1,92892,1726244.955125
2,92892,30443.516064
6,92892,39587236.1419881
10,92892,2379821.84484599
35,92892,1
1,92893,178374.349192
3,92893,615386.067648
5,92893,2970667.737733
6,92893,44140180.9433099
7,92893,368676.877445
10,92893,878588.226829003
35,92893,1
1,92894,33083.707108
3,92894,484586.102135
5,92894,1340616.601793
7,92894,311795.463866
8,92894,110485.13929
9,92894,677.853373
10,92894,50099.264573
35,92894,1
1,92895,519951.063412
3,92895,217715.144158
5,92895,29123.545776
7,92895,312396.156648
9,92895,51196.905816
10,92895,82451.170124
35,92895,1
1,92896,740684.092342
3,92896,15823.977673
7,92896,255936.16031
10,92896,323330.472371
35,92896,1
1,92897,7396404.728109
3,92897,796596.826816
5,92897,1874942.642819
7,92897,6388880.688368
8,92897,3327174.022635
10,92897,218053.865731
35,92897,1
1,92898,6346986.928144
5,92898,291348.487472
7,92898,7621.449116
8,92898,4159.878045
10,92898,30068.768887
35,92898,1
1,92903,17332346.8668
5,92903,11416148.558963
7,92903,8063123.329184
8,92903,418068.387113
9,92903,6656.61389
10,92903,3027779.918492
30,92903,1
1,92904,2106327.65481
5,92904,448584.3803
6,92904,3328.325688
7,92904,614300.07435
8,92904,200793.38036
10,92904,31514.205108
30,92904,1
1,92906,5592084.289904
2,92906,4928491.241001
5,92906,1333890.313325
7,92906,432948.412063
8,92906,176569.799599
9,92906,658899.654322
10,92906,89876.479585
30,92906,1
1,92907,10355352.206883
2,92907,2009868.559513
5,92907,2835868.082577
6,92907,200344.783108
7,92907,1277262.811573
8,92907,410694.225232
9,92907,1220501.916106
10,92907,264037.334854
30,92907,1
1,92908,4292510.781426
2,92908,2391636.811916
5,92908,489759.976258
6,92908,134819.856729
7,92908,760488.521726
8,92908,1064225.145726
9,92908,735639.973379
10,92908,22969.684454
30,92908,1
1,92909,9399997.801753
2,92909,5812962.522762
3,92909,49.346597
5,92909,2188548.230837
6,92909,50612.157648
7,92909,3244899.265254
8,92909,1892222.778014
9,92909,343749.042489
10,92909,137842.481592
30,92909,1
1,92910,13838867.778241
2,92910,6712151.821827
5,92910,915812.89891
7,92910,3881261.128363
8,92910,712621.276281
10,92910,103752.533343
30,92910,1
1,92911,2694614.455765
2,92911,1581349.998076
5,92911,1377012.037936
7,92911,11699177.448537
8,92911,1569438.632108
10,92911,701863.510617
30,92911,1
1,92912,11349208.350135
2,92912,5038.146808
5,92912,1029452.179598
7,92912,4202535.783632
8,92912,491104.296464
10,92912,623299.427143
30,92912,1
1,92913,5517687.455959
5,92913,4416442.881051
7,92913,10276834.868163
8,92913,503555.148129
10,92913,386312.218464
30,92913,1
1,92936,8889.600406
3,92936,22414.684397
5,92936,15886.840079
7,92936,46694.84658
30,92936,1
1,92937,9144459.836817
3,92937,402744.282995
5,92937,96452.955883
7,92937,1275520.402622
8,92937,18063.555878
30,92937,1
1,92938,7705385.509272
3,92938,1044845.227488
5,92938,1060472.504009
7,92938,2787427.271019
30,92938,1
1,92939,89550.640519
3,92939,23257.073967
5,92939,28293.0434
7,92939,8544.84772499999
30,92939,1
1,92943,3990384.278252
5,92943,447530.508055
30,92943,1
1,92944,829749.936968
5,92944,263809.547253
30,92944,1
5,92945,880814.07186
7,92945,658301.205398
8,92945,604551.473874
9,92945,207442.62963
30,92945,1
1,92964,18983349.51693
3,92964,167688.23741
5,92964,290950.177927
7,92964,368423.236965
8,92964,18490.88567
14,92964,1
48,92964,100000000
50,92964,100000000
1,92965,46388185.710079
3,92965,1637615.178541
5,92965,1817990.039847
7,92965,721210.089607
14,92965,1
48,92965,100000000
50,92965,100000000
1,92966,10985750.312332
2,92966,391119.692317
3,92966,532294.199779
5,92966,156414.054368
7,92966,423840.430904
14,92966,1
45,92966,284268.1074
48,92966,100000000
1,92967,37668963.312313
3,92967,8320.208749
5,92967,178950.4149
7,92967,245402.23866
14,92967,1
45,92967,17484944.04
48,92967,100000000
1,92970,2227454.110308
7,92970,69746.49865
14,92970,1
1,92971,16963080.725482
3,92971,74055.36908
7,92971,244778.50274
14,92971,1
1,92972,3543264.07371
3,92972,475908.213649
5,92972,10817.02533
7,92972,1474301.759616
8,92972,605695.7519
14,92972,1
45,92972,2771549.687
1,92973,2010671.411891
3,92973,330303.60191
14,92973,1
45,92973,1335639.296
1,92974,699615.005056
5,92974,54912.3254
14,92974,1
45,92974,404719.8259
8,93054,7735.624653
14,93054,1
8,93055,6685.467522
14,93055,1
1,93060,814218.098717
3,93060,46040.317605
8,93060,86292.794719
9,93060,41763.139254
14,93060,1
1,93061,816808.904983
3,93061,61368.101124
8,93061,59447.782592
9,93061,17567.242938
14,93061,1
1,93087,5848617.393193
9,93087,781800.493523
14,93087,1
1,93088,1811424.905167
9,93088,3436011.661145
14,93088,1
1,93091,806650.911212
2,93091,60173.080434
9,93091,125259.134791
14,93091,1
50,93091,100000000
1,93092,3246415.838449
2,93092,463784.109672
9,93092,355773.464389
14,93092,1
50,93092,100000000
1,93093,4653.415086
9,93093,23286.541095
14,93093,1
50,93093,100000000
14,93094,1
50,93094,100000000
13,93120,1
48,93120,100000000
50,93120,100000000
2,93122,1882015.157943
13,93122,1
48,93122,100000000
50,93122,100000000
2,93166,23978298.053306
13,93166,1
2,93167,8217178.311995
13,93167,1
2,93171,1474622.716874
13,93171,1
2,93172,1526302.203344
13,93172,1
26,93259,1
50,93259,100000000
26,93260,1
50,93260,100000000
1,93354,4907687.302413
25,93354,1
50,93354,100000000
1,93355,5128620.254929
25,93355,1
48,93355,100000000
1,93356,7465021.123641
2,93356,1995089.523086
25,93356,1
48,93356,100000000
1,93357,1603187.768147
2,93357,855865.12679
25,93357,1
48,93357,100000000
1,93358,6194930.358487
25,93358,1
48,93358,100000000
1,93359,6387110.238003
2,93359,2641072.918042
25,93359,1
48,93359,100000000
1,93360,4288354.686247
25,93360,1
48,93360,100000000
1,93361,1124286.781472
25,93361,1
48,93361,100000000
1,93362,4235013.819379
25,93362,1
1,93365,110417.680624
25,93365,1
45,93365,110417.6742
1,93366,367865.980394
25,93366,1
45,93366,367865.9885
1,93367,262601.744484
25,93367,1
45,93367,407361.0657
1,93368,352702.0994
25,93368,1
45,93368,1055631.796
1,93372,1105833.008583
25,93372,1
1,93373,683986.401817
25,93373,1
1,93691,837952.864372
5,93691,204660.81761
7,93691,30864.713967
8,93691,24560.419445
10,93691,100.452496
32,93691,1
1,93692,3000575.233959
5,93692,435127.539296
7,93692,54363.085991
8,93692,30965.891555
